YYYY-MM,UnitID,Starting Cash,Savings In,Gross Revenue,Mgmt Expense,CapEx Operating,HOA,Insurance,Property Tax,Debt Service (Total),Scheduled Principal,Interest Portion,Ops Net,Rainy Top-Up,Capex Top-Up,Rainy Balance,Capex Balance,Liquidity Required,Liquidity Actual,Liquidity Ratio,Freeze Flag,Accessible Principal,Deployable (Cash+Accessible),Feeder Draw (Net),Feeder Prepay,Purchase: Down Payment,Purchase: Closing Costs,Purchase: Initial Rainy Funding,Purchase Out (Total),New Loan Principal,Loan Balance (End),End Cash,Units Owned
Y18-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2525.84,3247.51,12752.3,9447.99,3304.3,731.47,0.0,0.0,170160.99,271.85,170432.42,170432.84,1.000002,0,1907932.89,1912831.03,0.0,4898.13,0.0,0.0,0.0,0.0,0.0,564509.93,0.0,7
Y18-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9834.44,2532.07,3255.52,12752.3,9529.89,3222.41,-221.21,85.01,0.0,170246.0,271.85,170517.85,170517.85,1.0,0,1918429.28,1922289.72,0.0,3860.44,0.0,0.0,0.0,0.0,0.0,551119.6,0.0,7
Y18-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2538.32,3263.55,12752.3,9606.32,3145.97,702.96,85.64,0.0,170331.64,271.85,170603.49,170603.49,1.0,0,1928226.35,1933010.33,0.0,4783.98,0.0,0.0,0.0,0.0,0.0,536729.3,0.0,7
Y18-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,9834.44,2544.58,3271.6,12752.3,9688.47,3063.83,-249.79,85.85,0.0,170417.5,271.85,170689.35,170689.35,1.0,0,1938755.06,1942586.08,0.0,3831.02,0.0,0.0,0.0,0.0,0.0,523209.81,0.0,7
Y18-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,9834.44,2550.85,3279.67,12752.3,9765.64,2986.66,674.3,86.07,0.0,170503.56,271.85,170775.41,170775.41,1.0,0,1948646.63,1953401.53,0.0,4754.9,0.0,0.0,0.0,0.0,0.0,508689.26,0.0,7
Y19-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2557.14,3287.76,12752.3,9848.53,2903.77,364.89,1856.48,0.0,172360.04,271.85,172631.89,172631.89,1.0,0,2028935.94,2031611.02,0.0,2675.08,0.0,0.0,0.0,0.0,0.0,496165.65,0.0,7
Y19-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,10129.48,2563.45,3295.86,12752.3,9920.02,2832.28,-2464.84,86.49,0.0,172446.53,271.85,172718.38,172718.38,1.0,0,2038098.87,2039714.21,0.0,1615.34,0.0,0.0,0.0,0.0,0.0,484630.3,0.0,7
Y19-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2569.77,3303.99,12752.3,9985.87,2766.43,336.02,86.7,0.0,172533.24,271.85,172805.08,172805.08,1.0,0,2046538.75,2050954.74,0.0,4415.99,0.0,0.0,0.0,0.0,0.0,470228.45,0.0,7
Y19-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10129.48,2576.11,3312.14,12752.3,10068.08,2684.22,-616.9,86.92,0.0,172620.15,271.85,172892.0,172892.0,1.0,0,2057075.91,2060538.75,0.0,3462.85,0.0,0.0,0.0,0.0,0.0,456697.52,0.0,7
Y19-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2582.46,3320.31,12752.3,10145.32,2606.98,307.01,87.13,0.0,172707.29,271.85,172979.13,172979.13,1.0,0,2066975.84,2071362.39,0.0,4386.55,0.0,0.0,0.0,0.0,0.0,442165.66,0.0,7
Y19-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10129.48,2588.83,3328.5,12752.3,10228.27,2524.03,-645.98,87.35,0.0,172794.63,271.85,173066.48,173066.48,1.0,0,2077608.12,2081041.46,0.0,3433.34,0.0,0.0,0.0,0.0,0.0,428504.05,0.0,7
Y19-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2595.22,3336.71,12752.3,10306.25,2446.04,277.86,87.56,0.0,172882.19,271.85,173154.04,173154.04,1.0,0,2087603.68,2091960.65,0.0,4356.97,0.0,0.0,0.0,0.0,0.0,413840.83,0.0,7
Y19-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2601.62,3344.94,12752.3,10389.96,2362.34,263.23,87.78,0.0,172969.97,271.85,173241.82,173241.82,1.0,0,2098332.06,2102674.19,0.0,4342.12,0.0,0.0,0.0,0.0,0.0,399108.75,0.0,7
Y19-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10129.48,2608.03,3353.19,12752.3,10474.05,2278.25,-689.87,87.99,0.0,173057.97,271.85,173329.82,173329.82,1.0,0,2109110.83,2112499.63,0.0,3388.8,0.0,0.0,0.0,0.0,0.0,385245.9,0.0,7
Y19-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2614.47,3361.46,12752.3,10553.18,2199.11,233.87,88.21,0.0,173146.18,271.85,173418.03,173418.03,1.0,0,2119253.63,2123565.95,0.0,4312.32,0.0,0.0,0.0,0.0,0.0,370380.39,0.0,7
Y19-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10129.48,2620.91,3369.75,12752.3,10638.04,2114.25,-719.31,88.43,0.0,173234.61,271.85,173506.46,173506.46,1.0,0,2130130.01,2133488.94,0.0,3358.93,0.0,0.0,0.0,0.0,0.0,356383.42,0.0,7
Y19-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10129.48,2627.38,3378.06,12752.3,10717.94,2034.36,204.35,88.65,0.0,173323.26,271.85,173595.11,173595.11,1.0,0,2140370.94,2144653.31,0.0,4282.37,0.0,0.0,0.0,0.0,0.0,341383.11,0.0,7
Y20-01,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2633.86,3386.39,12752.3,10803.57,1948.73,-114.34,1912.17,0.0,175235.43,271.85,175507.28,175507.28,1.0,0,2223101.24,2225241.39,0.0,2140.15,0.0,0.0,0.0,0.0,0.0,328439.39,0.0,7
Y20-02,TOTAL,0.0,4166.67,35035.0,7007.0,1751.75,10433.36,2640.35,3394.74,12752.3,10877.46,1874.84,-2944.5,89.09,0.0,175324.51,271.85,175596.36,175596.36,1.0,0,2232571.55,2233704.62,0.0,1133.08,0.0,0.0,0.0,0.0,0.0,316428.85,0.0,7
Y20-03,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2646.87,3403.11,12752.3,10946.02,1806.28,-144.07,89.31,0.0,175413.82,271.85,175685.67,175685.67,1.0,0,2241359.09,2245292.37,0.0,3933.29,0.0,0.0,0.0,0.0,0.0,301549.55,0.0,7
Y20-04,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10433.36,2653.39,3411.51,12752.3,11030.95,1721.35,-1097.43,89.53,0.0,175503.34,271.85,175775.19,175775.19,1.0,0,2252245.57,2255225.28,0.0,2979.71,0.0,0.0,0.0,0.0,0.0,287538.89,0.0,7
Y20-05,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2659.94,3419.92,12752.3,11110.93,1641.37,-173.95,89.75,0.0,175593.09,271.85,175864.94,175864.94,1.0,0,2262496.51,2266399.48,0.0,3902.97,0.0,0.0,0.0,0.0,0.0,272524.99,0.0,7
Y20-06,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10433.36,2666.5,3428.35,12752.3,11196.63,1555.66,-1127.38,89.97,0.0,175683.06,271.85,175954.91,175954.91,1.0,0,2273481.47,2276430.79,0.0,2949.31,0.0,0.0,0.0,0.0,0.0,258379.05,0.0,7
Y20-07,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2673.07,3436.81,12752.3,11277.38,1474.91,-203.98,90.19,0.0,175773.25,271.85,176045.1,176045.1,1.0,0,2283831.39,2287703.89,0.0,3872.5,0.0,0.0,0.0,0.0,0.0,243229.16,0.0,7
Y20-08,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2679.67,3445.29,12752.3,11363.86,1388.43,-219.05,90.41,0.0,175863.66,271.85,176135.51,176135.51,1.0,0,2294915.85,2298773.05,0.0,3857.21,0.0,0.0,0.0,0.0,0.0,228008.09,0.0,7
Y20-09,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10433.36,2686.28,3453.78,12752.3,11450.75,1301.55,-1172.59,90.63,0.0,175954.29,271.85,176226.14,176226.14,1.0,0,2306052.39,2308955.83,0.0,2903.44,0.0,0.0,0.0,0.0,0.0,213653.9,0.0,7
Y20-10,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2692.9,3462.3,12752.3,11532.69,1219.61,-249.3,90.86,0.0,176045.15,271.85,176317.0,176317.0,1.0,0,2316554.67,2320381.18,0.0,3826.51,0.0,0.0,0.0,0.0,0.0,198294.7,0.0,7
Y20-11,TOTAL,0.0,4166.67,37537.5,7507.5,1876.88,10433.36,2699.54,3470.84,12752.3,11620.36,1131.93,-1202.91,91.08,0.0,176136.23,271.85,176408.08,176408.08,1.0,0,2327792.28,2330664.95,0.0,2872.67,0.0,0.0,0.0,0.0,0.0,183801.66,0.0,7
Y20-12,TOTAL,0.0,4166.67,38788.75,7757.75,1939.44,10433.36,2706.2,3479.4,12752.3,11703.1,1049.2,-279.69,91.31,0.0,176227.54,271.85,176499.39,176499.39,1.0,0,2338396.15,2342191.81,0.0,3795.67,0.0,0.0,0.0,0.0,0.0,168302.9,0.0,7
